name	smiles
2-methylacetoacetyl-CoA	CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
porphobilinogen	NCc1[nH]cc(CCC(=O)O)c1CC(=O)O
precorrin-2	C[C@@]1(CC(=O)O)/C2=C/c3[nH]c(c(CCC(=O)O)c3CC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)/C=C3\N/C(=C\C(=N2)[C@H]1CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O
(R)-methylmalonyl-CoA	C[C@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
4-hydroxybenzoate	O=C(O)c1ccc(O)cc1
sarcosine	CNCC(=O)O
(<i>S</i>)-malate	O=C(O)C[C@H](O)C(=O)O
<i>S</i>-methyl-5'-thioadenosine	CSC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
6-methoxy-3-methyl-2-<i>all-trans</i>-nonaprenyl-1,4-benzoquinol	COc1cc(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
4,4-dimethyl-14&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
preuroporphyrinogen	O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O
melibiose	OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
lutein	CC1=C[C@H](O)CC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
tetrahydrogeranylgeranyl chlorophyll <i>a</i>	C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCC=C(C)C)C(C(=O)OC)C5=O)=C4
D-glyceraldehyde 3-phosphate	O=C[C@H](O)COP(=O)(O)O
orotidine 5'-phosphate	O=C(O)c1cc(=O)[nH]c(=O)n1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
7,9,9'-<i>cis</i>-neurosporene	CC(C)=CCC/C(C)=C\C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(/C)CC/C=C(\C)CCC=C(C)C
3-phospho-hydroxypyruvate	O=C(O)C(=O)COP(=O)(O)O
carbamate	NC(=O)O
bilirubin	C=CC1=C(C)C(=Cc2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O
2,3-dioxo-L-gulonate	O=C(O)C(=O)C(=O)[C@H](O)[C@@H](O)CO
3-oxo-docosapentaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
<i>cis</i>-aconitate	O=C(O)/C=C(\CC(=O)O)C(=O)O
<i>all-trans</i>-lycopene	CC(C)=CCC/C(C)=C\C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
(<i>R</i>)-mevalonate	C[C@@](O)(CCO)CC(=O)O
ubiquinol-<i>9</i>	COc1c(O)c(C)c(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c(O)c1OC
chlorophyll <i>a</i>	C=Cc1c(C)c2n3c1C=C1N=C(C=c4c(C)c5c(n4[Mg]3)=C(C3=NC(=C2)[C@@H](C)[C@@H]3CCC(=O)OCC=C(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@@H](C(=O)OC)C5=O)C(CC)=C1C
4,4-dimethyl-cholesta-8,12,24-trienol	CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	C[C@@](CO)(OP(=O)(O)O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
ADP-D-ribose	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
zeinoxanthin	CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
phytenoyl-CoA	C/C(=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
2-iminopropanoate	CC(=N)C(=O)O
UDP-&alpha;-D-sulfoquinovopyranose	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
seleno-L-homocysteine	N[C@@H](CC[SeH])C(=O)O
(2Z,4Z)-2-hydroxyhepta-2,4-dienedioate	O=C(O)C/C=C\C=C(/O)C(=O)O
&alpha;-D-mannopyranose	OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
propane-1,3-diamine	NCCCN
lanosteryl oleate	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2(C)C3=C(CC[C@H]2C1(C)C)[C@]1(C)CC[C@H]([C@H](C)CCC=C(C)C)[C@@]1(C)CC3
thiocysteine	N[C@@H](CSS)C(=O)O
4-maleyl-acetoacetate	O=C(O)/C=C\C(=O)CC(=O)CC(=O)O
propanoyl-CoA	CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
L-citrulline	NC(=O)NCCC[C@H](N)C(=O)O
&gamma;-tocopherol	Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2
formate	O=CO
(<i>S</i>)-1-pyrroline-5-carboxylate	O=C(O)[C@@H]1CCC=N1
phytanoyl-CoA	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
2-(&alpha;-hydroxyethyl)thiamine diphosphate	Cc1ncc(C[n+]2c(C(C)O)sc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1
3'-dephospho-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
dihydrogeranylgeranyl diphosphate	CC(C)=CCC/C(C)=C\CC[C@@H](C)CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O
2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine	N=C(CNC=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
4&alpha;-hydroxymethyl-5&alpha;-cholesta-8-en-3&beta;-ol	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](CO)[C@@H]1CC3
protoporphyrin IX	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C
acetaldehyde	CC=O
(S)-methylmalonyl-CoA	C[C@@H](C(=O)O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
(<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate	C/C(=C\COP(=O)(O)OP(=O)(O)O)CO
2-carboxy-L-<i>threo</i>-pentonate	O=C(O)C(O)(C(=O)O)C(O)C(O)CO
(<i>R</i>)-pantothenate	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
glycine betaine	C[N+](C)(C)CC(=O)O
4&beta;-hydroxymethyl-4&alpha;-methyl-5&alpha;-cholest-7-en-3&beta;-ol	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@@H]4[C@](C)(CC[C@H](O)[C@]4(C)CO)[C@H]3CC[C@]12C
glycerone phosphate	O=C(CO)COP(=O)(O)O
biliverdin-IX-&alpha;	C=CC1=C(C)C(=CC2=N/C(=C/c3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)C(CCC(=O)O)=C2C)NC1=O
2,3-diphospho-D-glycerate	O=C(O)[C@@H](COP(=O)(O)O)OP(=O)(O)O
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate	CSC[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H]1O
pyruvate	CC(=O)C(=O)O
3-methoxy-4-hydroxy-5-<i>all-trans</i>-decaprenylbenzoate	COc1cc(C(=O)O)cc(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
9,15,9'-tri-<i>cis</i>-&zeta;-carotene	CC(C)=CCC/C(C)=C\CC/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(\C)CC/C=C(\C)CCC=C(C)C
&alpha;-D-galactose 1-phosphate	O=P(O)(O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
&alpha;-D-glucopyranose 1-phosphate	O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
&beta;-nicotinate D-ribonucleotide	O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1
sucrose	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
4&alpha;-hydroxymethyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol	CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](CO)[C@@H]1CC3
phytenal	C/C(=C/C=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
methylacrylyl-CoA	C=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
2-methylbutanoyl-CoA	CCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
cytidine	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
isobutanoyl-CoA	CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
guanosine	Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
succinate	O=C(O)CCC(=O)O
3-phospho-D-glycerate	O=C(O)[C@H](O)COP(=O)(O)O
XMP	O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1
1-18:1-2-lysophosphatidylethanolamine	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCCN
ferroheme <i>b</i>	C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Fe-2]35n6c(c(C)c(CCC(=O)O)c6=CC6=[N+]3C(=C4)C(C)=C6CCC(=O)O)=CC1=[N+]25
icosapentaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
3-methyl-2-oxobutanoate	CC(C)C(=O)C(=O)O
selenophosphate	OP(O)(O)=[Se]
D-xylulose 5-phosphate	O=C(CO)[C@@H](O)[C@H](O)COP(=O)(O)O
docosahexaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
Fe<SUP>3+</SUP>	[Fe+3]
precorrin-1	C[C@@]1(CC(=O)O)/C2=C/c3[nH]c(c(CCC(=O)O)c3CC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)CC(=N2)[C@H]1CCC(=O)O
Mg-protoporphyrin	C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Mg]n3c(c(CCC(=O)O)c(C)/c3=C/C1=N2)=CC1=NC(=C4)C(C)=C1CCC(=O)O
D-ribulose-1,5-bisphosphate	O=C(COP(=O)(O)O)[C@H](O)[C@H](O)COP(=O)(O)O
14-hydroxylanosterol	CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3
GTP	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
<i>N</i>-acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@@H](CCC=O)C(=O)O
(2<i>R</i>,3<i>S</i>)-3-isopropylmalate	CC(C)[C@H](C(=O)O)[C@@H](O)C(=O)O
3,4-dihydroxy-5-<i>all-trans</i>-nonaprenylbenzoate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)O)cc(O)c1O
(2<i>S</i>)-2-isopropylmalate	CC(C)C(O)(CC(=O)O)C(=O)O
adenosine 5'-phosphosulfate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O
L-dehydro-ascorbate	O=C1OC([C@@H](O)CO)C(=O)C1=O
(<i>S</i>)-2,3,4,5-tetrahydrodipicolinate	O=C(O)C1=N[C@H](C(=O)O)CCC1
2-methoxy-6-<i>all trans</i>-decaprenyl-2-methoxy-1,4-benzoquinol	COc1cc(O)cc(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
CO<SUB>2</SUB>	O=C=O
2-iminoacetate	N=CC(=O)O
(<i>S</i>)-dihydroorotate	O=C1C[C@@H](C(=O)O)NC(=O)N1
CTP	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
9,9'-di-<i>cis</i>-&zeta;-carotene	CC(C)=CCC/C(C)=C\CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(/C)CC/C=C(\C)CCC=C(C)C
xanthine	O=c1[nH]c(=O)c2nc[nH]c2[nH]1
CMP	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1
sulfate	O=S(=O)(O)O
geranyl diphosphate	CC(C)=CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O
L,L-diaminopimelate	N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	Nc1c(C(=O)NC(CC(=O)O)C(=O)O)ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
oxaloacetate	O=C(O)CC(=O)C(=O)O
aminocarboxymuconate semialdehyde	N/C(C(=O)O)=C(/C=C/C=O)C(=O)O
&alpha;-carotene	CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
magnesium-protoporphyrin IX 13-monomethyl ester	C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Mg]n3c(c(CCC(=O)OC)c(C)/c3=C/C1=N2)=CC1=NC(=C4)C(C)=C1CCC(=O)O
histidinol	N[C@H](CO)Cc1c[nH]cn1
(2E,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)O
3-nonaprenyl-4-hydroxybenzoate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)O)ccc1O
dTDP	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
orotate	O=C(O)c1cc(=O)[nH]c(=O)[nH]1
&alpha;-D-ribose-1-phosphate	O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
glutathione disulfide	N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
<i>S</i>-adenosyl-L-methionine	C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
thiamine diphosphate	Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1
ADP ribose 1'',2''-cyclic phosphate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2OC3OP(=O)(O)O[C@@H]3[C@@H]2O)[C@@H](O)[C@H]1O
glyoxylate	O=CC(=O)O
tetrahydrogeranylgeranyl diphosphate	CC(C)=CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C\COP(=O)(O)OP(=O)(O)O
L-leucine	CC(C)C[C@H](N)C(=O)O
dioleoyl phosphatidate	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC
(2Z)-2-aminobut-2-enoate	C/C=C(\N)C(=O)O
1D-<i>myo</i>-inositol 3-monophosphate	O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
OH<SUP>-</SUP>	O
3-oxo-tetracosapentaenoyl-CoA	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
all-<i>trans</i>-nonaprenyl diphosphate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
dGDP	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1
sphingosylphosphorylcholine	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)OCC[N+](C)(C)C
2-C-methyl-D-erythritol-2,4-cyclodiphosphate	C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O
(2<i>S</i>)-2-isopropyl-3-oxosuccinate	CC(C)[C@H](C(=O)O)C(=O)C(=O)O
ADP	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
4,4-dimethyl-5&alpha;-cholest-7-en-3&beta;-ol	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
L-dopa	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
lipoyl-adenylate	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OC(=O)CCCC[C@@H]2CCSS2)[C@@H](O)[C@H]1O
L-valine	CC(C)[C@H](N)C(=O)O
hydrogen sulfide	S
protoporphyrinogen IX	C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2
1D-<i>myo</i>-inositol 4-monophosphate	O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
dGMP	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1
dCMP	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1
methanethiol	CS
glycerol	OCC(O)CO
3-deoxy-D-arabino-heptulosonate 7-phosphate	O=C(O)C(=O)C[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
2-methoxy-6-<i>all trans</i>-nonaprenyl-2-methoxy-1,4-benzoquinol	COc1cc(O)cc(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)c1O
L-tyrosine	N[C@@H](Cc1ccc(O)cc1)C(=O)O
(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate	CC(C)=CCC/C(C)=C\CC/C(C)=C\COP(=O)(O)OP(=O)(O)O
sulfite	O=S(O)O
4-guanidinobutanoate	N=C(N)NCCCC(=O)O
ergosteryl oleate	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC=C3[C@@H]4CC[C@H]([C@H](C)/C=C/[C@H](C)C(C)C)[C@@]4(C)CC[C@@H]32)C1
<i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate	CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O
putrescine	NCCCCN
(<i>S</i>)-(+)-allantoin	NC(=O)N[C@@H]1NC(=O)NC1=O
1-oleoyl-<i>sn</i>-glycerol	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)CO
3-decaprenyl-4-hydroxybenzoate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)O)ccc1O
dADP	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1
&beta;-alanine	NCCC(=O)O
<i>N</i>-acetyl-L-ornithine	CC(=O)N[C@@H](CCCN)C(=O)O
&alpha;-D-galactose	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
L-histidine	N[C@@H](Cc1c[nH]cn1)C(=O)O
palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
13<SUP>1</SUP>-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester	C=CC1=C(C)C2=Cc3c(C=C)c(C)c4n3[Mg]n3c(c(C(O)CC(=O)OC)c(C)/c3=C\C1=N2)=CC1=NC(=C4)C(C)=C1CCC(=O)O
&gamma;-carotene	CC(C)=CCC/C(C)=C\C=C\C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
3,4-dihydroxy-5-<i>all-trans</i>-decaprenylbenzoate	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1cc(C(=O)O)cc(O)c1O
IMP	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
<i>N</i>-acetylglutamyl-phosphate	CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O
GMP	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
(4Z)-2-oxohept-4-enedioate	O=C(O)CC/C=C\C(=O)C(=O)O
L-homoserine	N[C@@H](CCO)C(=O)O
NADPH	NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
(<i>S</i>)-2-acetolactate	CC(=O)[C@](C)(O)C(=O)O
4-fumaryl-acetoacetate	O=C(O)/C=C/C(=O)CC(=O)CC(=O)O
