'2-acetyl-3_4a_8_10_11_12a-hexahydroxy-1_4_4a_5_12_12a-hexahydrotetracene-1_12-dione'	'CC(=O)C1=C(O)CC2(O)Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)C2(O)C1=O'
'thebaine'	'COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5'
'beta-D-galactosyl-1->4-alpha-L-fucosyl-1->3-N-acetyl-D-glucosamine'	'CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O'
'17beta-estradiol_3-O-3-sulfo-beta-D-glucuronate_17-sulfate'	'C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]5O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OS(=O)(=O)O'
'prostaglandin_E2_1-glyceryl_ester'	'CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)OCC(O)CO'
'neopentalenolactone_D'	'C[C@@H]1OC(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312'
'dodecanoyl-AMP'	'CCCCCCCCCCCC(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O'
'19_20-epoxy-7Z_10Z_13Z_16Z-docosatetraenoate'	'CCC1OC1C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O'
'Z_S-jasmololone'	'CC/C=C\CC1=C(C)[C@@H](O)CC1=O'
'2S-naringenin_7-O-6-O-malonyl-beta-D-glucoside'	'O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)O[C@H](c2ccc(O)cc2)CC3=O)[C@H](O)[C@@H](O)[C@@H]1O'
'cyclic_hexaadenylate'	'Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@@H]3[C@@H](COP(=O)(O)O[C@@H]4[C@@H](COP(=O)(O)O[C@@H]5[C@@H](COP(=O)(O)O[C@@H]6[C@@H](COP(=O)(O)O[C@@H]7[C@@H](COP(=O)(O)O[C@H]2[C@H]1O)O[C@@H](n1cnc2c(N)ncnc21)[C@@H]7O)O[C@@H](n1cnc2c(N)ncnc21)[C@@H]6O)O[C@@H](n1cnc2c(N)ncnc21)[C@@H]5O)O[C@@H](n1cnc2c(N)ncnc21)[C@@H]4O)O[C@@H](n1cnc2c(N)ncnc21)[C@@H]3O'
'1-octadecanoyl-2-10-hydroxyoctadecanoyl-sn-glycero-3-phospho-L-serine'	'CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCC(O)CCCCCCCC'
'3-bromo-L-tyrosine'	'N[C@@H](Cc1ccc(O)c(Br)c1)C(=O)O'
'tetrahydropalmatine'	'COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2'
'N-5Z_8Z_11Z_14Z-eicosatetraenoyl-sphinganine'	'CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC'
'pestalodiol'	'C=C(C)C#Cc1cc(O)cc(CC=C(C)C)c1O'
'2_3-dihexadecanoyl-sn-glycerol'	'CCCCCCCCCCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCCCCCCCCCC'
'FeIII-petrobactin'	'O=C1CC23CC(=O)NCCCCNCCCNC(=O)c4ccc5c(c4)O[Fe-3]4(OC2=O)(Oc2ccc(cc2O4)C(=O)NCCCNCCCCN1)(O5)O3'
'3-oxo-17Z_20Z_23Z_26Z-dotriacontatetraenoyl-CoA'	'CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O'
'1-octadecanoyl-2-15-hydroperoxy-5Z_8Z_11Z_13E-eicosatetraenoyl-sn-glycero-3-phosphocholine'	'CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C=C\C(CCCCC)OO'
'fumigatonoid_A'	'COC(=O)[C@@H]1C(=O)[C@@](C)(O)[C@@]23OOC[C@]45CCC(=O)OC(C)(C)[C@@H]4CC[C@H](C)[C@]5(C[C@]2(C)[C@H]1C)O3'
'viteagnusin_D'	'C=CC(C)(O)CC[C@@]1(O)[C@H](C)CC[C@H]2C(C)(C)CCC[C@@]21C'
'N-hexadecanoylglycine'	'CCCCCCCCCCCCCCCC(=O)NCC(=O)O'
'1-O-pentadecylglycerone_3-phosphate'	'CCCCCCCCCCCCCCCOCC(=O)COP(=O)(O)O'
'11R-hydroxy-5Z_8Z_12E_14Z-eicosatetraenoate'	'CCCCC/C=C\C=C\[C@H](O)C/C=C\C/C=C\CCCC(=O)O'
'L-alanyl-L-prolylglycine'	'C[C@H](N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)O'
'1-9Z-octadecenoyl-sn-glycerol'	'CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)CO'
'N-acetyl-beta-D-muramate'	'CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O'
'6-3E_5E_7S-5_7-dimethyl-2-oxonona-3_5-dienyl-2_4-dihydroxy-3-methylbenzaldehyde'	'CC[C@H](C)/C=C(C)/C=C/C(=O)Cc1cc(O)c(C)c(O)c1C=O'
'asc-C7-CoA'	'C[C@@H]1O[C@@H](O[C@H](C)CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)[C@H](O)C[C@H]1O'
'3-nitrotyramine'	'NCCc1ccc(O)c([N+](=O)[O-])c1'
'bilirubin-glucuronoside'	'C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O)c2C)NC1=O'
'R-2-hydroxy-9Z_12Z_15Z-octadecatrienoate'	'CC/C=C\C/C=C\C/C=C\CCCCCC[C@@H](O)C(=O)O'
'scyllo-inosine'	'O=C1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O'
'L-alanin-3-yl_L-histidin-5-yl_sulfoxide'	'N[C@@H](Cc1nc[nH]c1S(=O)C[C@H](N)C(=O)O)C(=O)O'
'syn-isopimara-7_15-diene'	'C=C[C@@]1(C)CC[C@@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1'
'precorrin-5'	'CC(=O)C12N/C(=C\C3=NC(=C(CCC(=O)O)[C@]3(C)CC(=O)O)C[C@]3(C)N=C(CC4=NC1=C(CC(=O)O)[C@@]4(C)CCC(=O)O)C(CCC(=O)O)=C3CC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O'
'2E_21Z_24Z_27Z_30Z_33Z-hexatriacontahexaenoyl-CoA'	'CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O'
'15S-15-hydroperoxy-prostaglandin_E2'	'CCCCC[C@@H](/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O)OO'
'6-phospho-N-acetyl-beta-D-muramate-1->4-N-acetyl-D-glucosamine'	'CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O[C@H](C)C(=O)O)[C@H]2NC(C)=O)[C@@H]1O'
'chenodeoxycholoyl-24-O-beta-D-glucuronate'	'C[C@H](CCC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O'
'thymol'	'Cc1ccc(C(C)C)c(O)c1'
'1-heptadecanoyl-2-5Z_8Z_11Z_14Z-eicosatetraenoyl-sn-glycero-3-phosphate'	'CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCC)COP(=O)(O)O'
'R-3-hydroxy-11Z-octadecenoyl-CoA'	'CCCCCC/C=C\CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O'
'9Z_12Z_15Z-octadecatrien-1-ol'	'CC/C=C\C/C=C\C/C=C\CCCCCCCCO'
'dZTP'	'Nc1nc(N)c2ncn([C@H]3C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2n1'
'1-hexanoyl-2-heptanoyl-sn-glycero-3-phosphocholine'	'CCCCCCC(=O)O[C@H](COC(=O)CCCCC)COP(=O)(O)OCC[N+](C)(C)C'
'staurosporine'	'CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4'
'2-L-alanin-3-ylcarbamoylmethyl-3-2-aminoethylcarbamoyl-2-hydroxypropanoate'	'NCCNC(=O)C[C@](O)(CC(=O)NC[C@H](N)C(=O)O)C(=O)O'
'N-13Z-docosenoyl-sphing-4-enine'	'CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)/C=C/CCCCCCCCCCCCC'
'13R-manoyl_oxide'	'C=C[C@@]1(C)CC[C@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@@]2(C)O1'
'minus-astellatene'	'C=C1[C@]23C[C@@H]4[C@H](C(C)C)CC[C@@]4(C)C[C@H]2[C@H](C)CC[C@@]12[C@@H]3CC[C@H]2C'
'11-hydroxycucurbitadienol'	'CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C'
'N-dodecanoylsphing-4-enine'	'CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCC'
'hexadecane-1_2-diol'	'CCCCCCCCCCCCCCC(O)CO'
'N-tetracosanoyl-sphing-4-enine-1-phosphocholine'	'CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)(O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC'
'2_3-didodecanoyl-sn-glycerol'	'CCCCCCCCCCCC(=O)OC[C@@H](CO)OC(=O)CCCCCCCCCCC'
'N-15S-hydroperoxy-5Z_8Z_11Z_13E-eicosatetraenoyl-glycine'	'CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O)OO'
'gibberellin_A53'	'C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)O)[C@H]1[C@@H]3C(=O)O'
'20S_24R-dihydroxycholecalciferol'	'C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@@](C)(O)CC[C@@H](O)C(C)C)CC[C@@H]12'
'taurocholate_7-sulfate'	'C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3OS(=O)(=O)O'
'O-3-hydroxybutanoyl-R-carnitine'	'CC(O)CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C'
'3_22-dimethyl-1_2_23_24-tetradehydro-2_3_22_23-tetrahydrosqualene'	'C=C(C)C(C)CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC(C)C(=C)C'
'1_3-dihydro-2H-imidazol-2-one'	'O=c1[nH]cc[nH]1'
'2-5Z_8Z_11Z_14Z-eicosatetraenoyl-sn-glycero-3-phospho-L-serine'	'CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](CO)COP(=O)(O)OC[C@H](N)C(=O)O'
'6-N-acetyl-alpha-D-glucosaminyl-1-octadecanoyl_2-9Z-octadecenoyl-sn-glycero-3-phospho-1D-myo-inositol'	'CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O[C@H]1[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O'
'a_menaquinone'	'CC(C)=CCC1=C(C)C(=O)c2ccccc2C1=O'
'aculene_D'	'CCC1=CC(=O)[C@@]2(C)[C@@H](O)CC(C)=CC[C@H]12'
'1_2-dihexadecanoyl-sn-glycero-3-phospho-1D-myo-inositol-4_5-bisphosphate'	'CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC'
'20-hydroxy-4Z_7Z_10Z_13Z_16Z-docosapentaenoate'	'CCC(O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O'
'5-fluorocytidine'	'Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F'
'25-hydroxycholest-1_4-dien-3-one'	'C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C'
'domoate'	'C/C(=C/C=C/[C@@H](C)C(=O)O)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O'
'hexadecasphinganine'	'CCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO'
'plus-thujan-3-one'	'CC(C)[C@@]12CC(=O)[C@@H](C)[C@@H]1C2'
'4E_8E-10-4-hydroxy-6-methoxy-7-methyl-3-oxo-1_3-dihydro-2-benzofuran-5-yl-3-oxo-4_8-dimethyldeca-4_8-dienoyl-CoA'	'COc1c(C)c2c(c(O)c1C/C=C(\C)CC/C=C(\C)C(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1OP(=O)(O)O)C(=O)OC2'
'N-acetyl-L-glutamine'	'CC(=O)N[C@@H](CCC(N)=O)C(=O)O'
'1-heptadecanoyl-sn-glycero-3-phosphocholine'	'CCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C'
'gamma-hexachlorocyclohexane'	'Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl'
'3-oxo-14Z_17Z_20Z_23Z_26Z_29Z-dotriacontahexaenoyl-CoA'	'CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O'
'3_3_5-triiodo-L-thyronine_sulfate'	'N[C@@H](Cc1ccc(Oc2cc(I)c(OS(=O)(=O)O)c(I)c2)c(I)c1)C(=O)O'
'1-hexadecanoyl-2-4Z_7Z_10Z_13Z_16Z_19Z-docosahexaenoyl-sn-glycero-3-phospho-N_N-dimethylethanolamine'	'CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN(C)C'
'N4-aminopropylspermine'	'NCCCNCCCCN(CCCN)CCCN'
'a_dolichyl_N-acetyl-alpha-D-glucosaminyl_phosphate'	'CC(=O)N[C@H]1[C@@H](OP(=O)(O)OCCC(C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O'
'O-acetyl-R-carnitine'	'CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C'
'D-tagatopyranose_1-phosphate'	'O=P(O)(O)OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O'
'2-9Z-octadecenoyl-3-octadecanoyl-sn-glycerol'	'CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COC(=O)CCCCCCCCCCCCCCCCC'
'3-oxocyclopentanecarboxylate'	'O=C1CCC(C(=O)O)C1'
'15alpha-stemmadenine'	'C/C=C1/CN2CCc3c([nH]c4ccccc34)[C@@](CO)(C(=O)OC)[C@H]1CC2'
'1_2-dibutyryl-sn-glycero-3-phospho-1D-myo-inositol-5-phosphate'	'CCCC(=O)OC[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@H]1O)OC(=O)CCC'
'sesquithujene'	'CC(C)=CCC[C@H](C)[C@@]12CC=C(C)[C@@H]1C2'
'12-octadecanoyloxy-octadecanoate'	'CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCC)CCCCCCCCCCC(=O)O'
'hexyl_2-methylbutanoate'	'CCCCCCOC(=O)C(C)CC'
'alfacalcidol'	'C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O'
'N-hexadecanoyl-dopamine'	'CCCCCCCCCCCCCCCC(=O)NCCc1ccc(O)c(O)c1'
'2-octanoyl-3-O-beta-D-galactosyl-sn-glycerol'	'CCCCCCCC(=O)O[C@H](CO)CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O'
'alpha_alpha-trehalose_6-mycolate'	'CCCCCC/C=C/CCCCCCCC(O)C(CCCCCCCCCCCCCC)C(=O)OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O'
'prostaglandin_J2-S-S-glutathione'	'CCCCC[C@H](O)/C=C/[C@H]1C(=O)C[C@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H]1C/C=C\CCCC(=O)O'
'1-9Z_12Z-octadecadienoyl-2-9Z-octadecenoyl-sn-glycero-3-phosphate'	'CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC'
'1-dodecanoyl-2-9Z-octadecenoyl-sn-glycerol'	'CCCCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCC'
'sophorose'	'OC[C@H]1OC(O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O'
'G3-5pA3-5pAp3'	'Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3OP(=O)(O)O)[C@H]2O)c(=O)[nH]1'
'1-hexadecanoyl-2-7-hydroxyheptanoyl-sn-glycero-3-phosphocholine'	'CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCO'
'12-ethyl-8-propyl-3-vinylbacteriochlorophyllide_d'	'C=Cc1c(C)c2n3c1=CC1=[N+]4C(=Cc5c(CC)c6c7n5[Mg-2]34[N+]3=C(C=2)[C@@H](C)[C@H](CCC(=O)O)C3=C7CC6=O)C(CCC)=C1C'
'E_R-alpha-bisabolene'	'CC(C)=CC/C=C(\C)[C@H]1CC=C(C)CC1'
'5S_6R-dihydroxy-15S-hydroperoxy-7E_9E_11Z_13E-eicosatetraenoate'	'CCCCC[C@@H](/C=C/C=C\C=C\C=C\[C@@H](O)[C@@H](O)CCCC(=O)O)OO'
'1-hexadecanoyl-2-9Z-octadecenoyl-sn-glycero-3-phospho-1-sn-glycerol'	'CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC[C@@H](O)CO'
'solavetivol'	'C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=C[C@@H](O)C[C@H]2C'
'6-deoxo-28-norteasterone'	'CC(C)C[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C'
'12-oxo-20-hydroxy-leukotriene_B4'	'O=C(O)CCC[C@H](O)/C=C\C=C\C=C\C(=O)C/C=C\CCCCCO'
'6beta-hydroxycortisol'	'C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO'
'4-hydroxy-6-2-methyldecyl-pyran-2-one'	'CCCCCCCCC(C)Cc1cc(O)cc(=O)o1'
'11R_12S-epoxy-5Z_8Z_14Z-eicosatrienoate'	'CCCCC/C=C\C[C@@H]1O[C@@H]1C/C=C\C/C=C\CCCC(=O)O'
'N-hexadecanoyl-sn-glycero-3-phosphoethanolamine'	'CCCCCCCCCCCCCCCC(=O)NCCOP(=O)(O)OC[C@H](O)CO'
'D-mannuronate'	'O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O'
'nonadecanoate'	'CCCCCCCCCCCCCCCCCCC(=O)O'
'4-hydroxy-4-O-beta-D-glucuronide-all-trans-retinoate'	'CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O'
'12_20-dihydroxy-5Z_8Z_10E_14Z-eicosatetraenoate'	'O=C(O)CCC/C=C\C/C=C\C=C\C(O)C/C=C\CCCCCO'
'Z-desulfoglucotropeolin'	'OC[C@H]1O[C@@H](S/C(Cc2ccccc2)=N\O)[C@H](O)[C@@H](O)[C@@H]1O'
'S-2E_6E_10E-geranylgeranyl-L-cysteinylglycine'	'CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CSC[C@H](N)C(=O)NCC(=O)O'
'african-3-ene'	'CC1=CC[C@@H]2[C@@H]1CC(C)(C)C[C@H]1C[C@]12C'
'3E-nonenoyl-CoA'	'CCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O'
'licodione'	'O=C(CC(=O)c1ccc(O)cc1O)c1ccc(O)cc1'
'2beta-hydroxy-5-epi-aristolochene'	'C=C(C)[C@@H]1CC=C2C[C@H](O)C[C@@H](C)[C@@]2(C)C1'
'3R-hydroxy-18Z_21Z_24Z_27Z_30Z_33Z-hexatriacontahexaenoyl-CoA'	'CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O'
'tri-trans_hepta-cis-undecaprenyl_phosphate'	'CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)(O)O'
'3S-3-hydroxypentanoyl-CoA'	'CC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O'
'alpha-D-galactosyl-1->3-1D-myo-inositol'	'OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O'
'deoxylimononate_D-ring-lactone'	'CC1=C2CC(=O)O[C@@H](c3ccoc3)[C@]2(C)CC[C@@H]1[C@@]1(CO)[C@H](CC(=O)O)OC(C)(C)[C@@H]1CC(=O)O'
'tigogenin_3-O-beta-D-glucopyranoside'	'C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2'
'1-O-1Z-octadecenyl-sn-glycero-3-phospho-N-5Z_8Z_11Z_14Z-eicosatetraenoyl-ethanolamine'	'CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCOP(=O)(O)OC[C@H](O)CO/C=C\CCCCCCCCCCCCCCCC'
'desertorin_A'	'COc1cc(=O)oc2cc(O)c(-c3c(O)cc(C)c4c(OC)cc(=O)oc34)c(C)c12'
'arsenic_triglutathione'	'N[C@@H](CCC(=O)N[C@@H](CS[As](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O'
'bicyclogermacrene'	'C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C'
'CDP-4-dehydro-6-deoxy-alpha-D-glucose'	'C[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)C1=O'
'3_6-anhydro-alpha-L-galactopyranose'	'O[C@@H]1[C@H](O)O[C@H]2CO[C@@H]1[C@@H]2O'
